Apertura;0.5;Apertura;1;Apertura;1.5;Apertura;2;Apertura;2.5;Apertura;3
-2.52;-0.2;-2.78;-0.5;-2.75;-0.6;-2.67;-0.9;-2.47;-1.2;-2.82;-1.6
-2.51;-0.2;-2.77;-0.5;-2.75;-0.6;-2.67;-0.9;-2.46;-1.2;-2.81;-1.6
-2.51;-0.2;-2.77;-0.5;-2.75;-0.6;-2.66;-0.9;-2.45;-1.2;-2.79;-1.6
-2.5;-0.2;-2.77;-0.5;-2.74;-0.6;-2.66;-0.9;-2.43;-1.2;-2.79;-1.6
-2.5;-0.2;-2.77;-0.5;-2.73;-0.6;-2.66;-0.9;-2.42;-1.1;-2.78;-1.6
-2.49;-0.2;-2.77;-0.5;-2.72;-0.6;-2.66;-0.9;-2.41;-1.1;-2.78;-1.6
-2.49;-0.2;-2.77;-0.5;-2.71;-0.6;-2.65;-0.9;-2.41;-1.2;-2.77;-1.6
-2.48;-0.2;-2.77;-0.5;-2.71;-0.6;-2.65;-0.9;-2.4;-1.2;-2.77;-1.6
-2.48;-0.2;-2.77;-0.5;-2.7;-0.6;-2.64;-0.9;-2.38;-1.2;-2.75;-1.5
-2.47;-0.2;-2.76;-0.6;-2.7;-0.6;-2.64;-0.9;-2.38;-1.2;-2.74;-1.5
-2.47;-0.2;-2.76;-0.6;-2.69;-0.6;-2.63;-1;-2.38;-1.2;-2.73;-1.5
-2.46;-0.2;-2.76;-0.5;-2.68;-0.6;-2.62;-0.9;-2.36;-1.2;-2.72;-1.5
-2.45;-0.2;-2.75;-0.5;-2.68;-0.6;-2.61;-0.9;-2.35;-1.2;-2.71;-1.5
-2.44;-0.2;-2.75;-0.5;-2.67;-0.6;-2.61;-0.9;-2.34;-1.2;-2.7;-1.5
-2.43;-0.2;-2.75;-0.5;-2.66;-0.6;-2.6;-0.9;-2.32;-1.2;-2.7;-1.5
-2.43;-0.2;-2.75;-0.5;-2.65;-0.6;-2.59;-0.9;-2.31;-1.1;-2.68;-1.5
-2.43;-0.2;-2.74;-0.5;-2.65;-0.6;-2.59;-0.9;-2.3;-1.1;-2.67;-1.5
-2.43;-0.2;-2.74;-0.5;-2.64;-0.6;-2.58;-0.9;-2.27;-1.1;-2.66;-1.5
-2.42;-0.2;-2.73;-0.5;-2.63;-0.6;-2.57;-0.9;-2.25;-1.1;-2.65;-1.5
-2.41;-0.2;-2.73;-0.5;-2.63;-0.6;-2.57;-0.9;-2.25;-1.1;-2.64;-1.5
-2.41;-0.2;-2.73;-0.5;-2.63;-0.6;-2.57;-0.9;-2.24;-1.1;-2.64;-1.5
-2.4;-0.2;-2.72;-0.5;-2.62;-0.6;-2.56;-0.9;-2.24;-1.1;-2.64;-1.5
-2.4;-0.2;-2.72;-0.5;-2.62;-0.6;-2.56;-0.9;-2.23;-1.1;-2.63;-1.5
-2.39;-0.2;-2.71;-0.5;-2.62;-0.6;-2.56;-0.9;-2.22;-1.1;-2.62;-1.5
-2.38;-0.2;-2.7;-0.5;-2.61;-0.6;-2.55;-0.9;-2.19;-1.1;-2.61;-1.5
-2.37;-0.2;-2.7;-0.5;-2.61;-0.6;-2.54;-0.9;-2.18;-1.1;-2.61;-1.5
-2.36;-0.1;-2.69;-0.5;-2.6;-0.6;-2.53;-0.9;-2.17;-1.1;-2.6;-1.5
-2.35;-0.2;-2.69;-0.5;-2.59;-0.6;-2.53;-0.9;-2.17;-1.1;-2.6;-1.5
-2.35;-0.2;-2.68;-0.5;-2.59;-0.6;-2.52;-0.9;-2.16;-1.1;-2.59;-1.5
-2.34;-0.2;-2.68;-0.5;-2.58;-0.6;-2.52;-0.9;-2.16;-1.1;-2.59;-1.5
-2.34;-0.2;-2.67;-0.5;-2.57;-0.6;-2.51;-0.9;-2.14;-1.1;-2.57;-1.5
-2.34;-0.2;-2.67;-0.5;-2.57;-0.6;-2.51;-0.9;-2.13;-1.1;-2.57;-1.5
-2.34;-0.2;-2.66;-0.5;-2.56;-0.6;-2.5;-0.9;-2.12;-1.1;-2.57;-1.5
-2.33;-0.2;-2.66;-0.5;-2.56;-0.6;-2.5;-0.9;-2.12;-1.1;-2.56;-1.5
-2.33;-0.2;-2.65;-0.5;-2.55;-0.6;-2.49;-0.9;-2.1;-1.1;-2.55;-1.5
-2.33;-0.2;-2.65;-0.5;-2.55;-0.6;-2.49;-0.9;-2.09;-1.1;-2.55;-1.5
-2.32;-0.2;-2.64;-0.5;-2.54;-0.6;-2.48;-0.9;-2.09;-1.1;-2.55;-1.5
-2.32;-0.2;-2.64;-0.5;-2.54;-0.6;-2.47;-0.9;-2.08;-1.1;-2.53;-1.5
-2.31;-0.2;-2.64;-0.5;-2.54;-0.6;-2.46;-0.8;-2.06;-1.1;-2.53;-1.5
-2.3;-0.2;-2.63;-0.5;-2.53;-0.6;-2.45;-0.8;-2.04;-1.1;-2.52;-1.5
-2.3;-0.2;-2.62;-0.5;-2.53;-0.6;-2.45;-0.9;-2.03;-1.1;-2.51;-1.5
-2.29;-0.2;-2.61;-0.5;-2.52;-0.6;-2.44;-0.8;-2.02;-1.1;-2.5;-1.5
-2.28;-0.2;-2.61;-0.5;-2.52;-0.6;-2.44;-0.8;-2.01;-1.1;-2.5;-1.5
-2.27;-0.1;-2.6;-0.5;-2.52;-0.6;-2.43;-0.8;-2;-1.1;-2.49;-1.5
-2.27;-0.2;-2.6;-0.5;-2.52;-0.6;-2.43;-0.8;-2;-1.1;-2.48;-1.5
-2.26;-0.1;-2.59;-0.5;-2.51;-0.6;-2.42;-0.8;-1.98;-1.1;-2.47;-1.5
-2.25;-0.1;-2.58;-0.5;-2.5;-0.6;-2.41;-0.8;-1.97;-1.1;-2.46;-1.5
-2.25;-0.1;-2.58;-0.5;-2.49;-0.6;-2.4;-0.9;-1.95;-1;-2.46;-1.5
-2.25;-0.2;-2.58;-0.5;-2.49;-0.6;-2.4;-0.8;-1.95;-1.1;-2.45;-1.5
-2.24;-0.2;-2.57;-0.5;-2.48;-0.6;-2.39;-0.8;-1.94;-1.1;-2.44;-1.5
-2.24;-0.2;-2.57;-0.5;-2.48;-0.6;-2.38;-0.8;-1.93;-1.1;-2.43;-1.5
-2.23;-0.1;-2.57;-0.6;-2.47;-0.6;-2.37;-0.8;-1.93;-1.1;-2.41;-1.5
-2.22;-0.1;-2.56;-0.8;-2.47;-0.6;-2.37;-0.8;-1.93;-1.1;-2.4;-1.5
-2.21;-0.1;-2.56;-0.9;-2.46;-0.6;-2.36;-0.8;-1.91;-1.1;-2.39;-1.5
-2.2;-0.1;-2.56;-0.8;-2.46;-0.6;-2.35;-0.8;-1.9;-1.1;-2.39;-1.5
-2.19;-0.1;-2.55;-0.7;-2.45;-0.6;-2.34;-0.8;-1.89;-1.1;-2.38;-1.5
-2.18;-0.1;-2.55;-0.7;-2.45;-0.6;-2.33;-0.8;-1.88;-1;-2.38;-1.5
-2.18;-0.1;-2.54;-0.8;-2.44;-0.6;-2.33;-0.8;-1.87;-1;-2.37;-1.5
-2.17;-0.1;-2.53;-0.8;-2.43;-0.6;-2.32;-0.8;-1.87;-1;-2.36;-1.5
-2.17;-0.1;-2.53;-0.8;-2.43;-0.6;-2.31;-0.8;-1.86;-1;-2.35;-1.5
-2.17;-0.1;-2.53;-0.8;-2.42;-0.6;-2.3;-0.8;-1.86;-1;-2.34;-1.5
-2.16;-0.1;-2.53;-0.8;-2.41;-0.6;-2.29;-0.8;-1.85;-1;-2.33;-1.5
-2.16;-0.2;-2.52;-0.7;-2.41;-0.6;-2.29;-0.8;-1.85;-1;-2.33;-1.5
-2.15;-0.2;-2.52;-0.7;-2.4;-0.6;-2.28;-0.8;-1.85;-1.1;-2.33;-1.5
-2.15;-0.2;-2.51;-0.6;-2.39;-0.6;-2.27;-0.8;-1.84;-1.1;-2.32;-1.5
-2.14;-0.1;-2.51;-0.6;-2.39;-0.6;-2.26;-0.8;-1.83;-1;-2.31;-1.5
-2.14;-0.2;-2.5;-0.7;-2.39;-0.6;-2.26;-0.8;-1.83;-1.1;-2.3;-1.5
-2.13;-0.1;-2.48;-0.6;-2.38;-0.6;-2.25;-0.8;-1.82;-1.1;-2.29;-1.5
-2.13;-0.1;-2.48;-0.6;-2.37;-0.6;-2.24;-0.8;-1.81;-1.1;-2.29;-1.5
-2.12;-0.1;-2.48;-0.6;-2.37;-0.6;-2.23;-0.8;-1.81;-1.1;-2.28;-1.5
-2.12;-0.1;-2.48;-0.6;-2.36;-0.6;-2.22;-0.8;-1.8;-1.1;-2.27;-1.5
-2.11;-0.1;-2.47;-0.6;-2.36;-0.6;-2.21;-0.8;-1.8;-1.1;-2.26;-1.5
-2.11;-0.1;-2.46;-0.7;-2.35;-0.6;-2.21;-0.8;-1.79;-1.1;-2.25;-1.5
-2.1;-0.1;-2.46;-0.8;-2.35;-0.6;-2.2;-0.8;-1.78;-1;-2.24;-1.5
-2.1;-0.1;-2.46;-0.8;-2.34;-0.6;-2.2;-0.8;-1.77;-1;-2.23;-1.5
-2.08;-0.1;-2.45;-0.7;-2.33;-0.6;-2.19;-0.8;-1.77;-1;-2.22;-1.5
-2.08;-0.1;-2.44;-0.7;-2.33;-0.6;-2.18;-0.8;-1.76;-1;-2.22;-1.5
-2.07;-0.1;-2.44;-0.6;-2.32;-0.6;-2.17;-0.8;-1.76;-1;-2.22;-1.5
-2.07;-0.1;-2.43;-0.6;-2.32;-0.5;-2.16;-0.8;-1.76;-1;-2.21;-1.5
-2.06;-0.1;-2.43;-0.6;-2.31;-0.6;-2.16;-0.8;-1.75;-1;-2.19;-1.5
-2.06;-0.1;-2.42;-0.6;-2.31;-0.6;-2.14;-0.8;-1.74;-1;-2.19;-1.5
-2.06;-0.1;-2.42;-0.5;-2.3;-0.6;-2.13;-0.8;-1.73;-1;-2.18;-1.5
-2.05;-0.1;-2.41;-0.5;-2.3;-0.6;-2.13;-0.8;-1.73;-1;-2.17;-1.5
-2.05;-0.1;-2.41;-0.5;-2.29;-0.6;-2.12;-0.8;-1.72;-1;-2.16;-1.5
-2.04;-0.1;-2.4;-0.5;-2.29;-0.6;-2.12;-0.8;-1.72;-1;-2.15;-1.5
-2.04;-0.1;-2.4;-0.5;-2.28;-0.6;-2.12;-0.8;-1.72;-1;-2.15;-1.5
-2.03;-0.1;-2.4;-0.5;-2.28;-0.5;-2.11;-0.8;-1.72;-1;-2.14;-1.5
-2.01;-0.1;-2.39;-0.5;-2.28;-0.6;-2.1;-0.8;-1.72;-1;-2.13;-1.4
-2;-0.1;-2.39;-0.4;-2.27;-0.6;-2.1;-0.8;-1.71;-1;-2.12;-1.4
-2;-0.1;-2.38;-0.4;-2.26;-0.6;-2.1;-0.8;-1.7;-0.9;-2.11;-1.4
-1.99;-0.1;-2.38;-0.4;-2.25;-0.5;-2.09;-0.8;-1.69;-0.9;-2.1;-1.4
-1.99;-0.1;-2.38;-0.4;-2.25;-0.5;-2.08;-0.8;-1.68;-0.9;-2.09;-1.4
-1.98;-0.1;-2.37;-0.4;-2.24;-0.5;-2.07;-0.8;-1.68;-0.9;-2.07;-1.4
-1.98;-0.1;-2.36;-0.3;-2.24;-0.5;-2.07;-0.8;-1.67;-0.9;-2.06;-1.4
-1.97;-0.1;-2.36;-0.3;-2.23;-0.5;-2.05;-0.8;-1.67;-0.9;-2.05;-1.4
-1.97;-0.1;-2.36;-0.3;-2.22;-0.5;-2.05;-0.8;-1.66;-0.9;-2.04;-1.4
-1.96;-0.1;-2.35;-0.3;-2.21;-0.6;-2.04;-0.8;-1.66;-0.9;-2.03;-1.4
-1.96;-0.1;-2.35;-0.3;-2.2;-0.6;-2.03;-0.8;-1.64;-0.9;-2.02;-1.4
-1.95;-0.1;-2.34;-0.3;-2.2;-0.5;-2.03;-0.8;-1.63;-0.8;-2.01;-1.4
-1.95;-0.1;-2.34;-0.3;-2.19;-0.5;-2.03;-0.8;-1.63;-0.8;-1.99;-1.3
-1.94;-0.1;-2.33;-0.3;-2.18;-0.5;-2.02;-0.8;-1.63;-0.8;-1.97;-1.3
-1.93;-0.1;-2.33;-0.3;-2.18;-0.5;-2.01;-0.8;-1.62;-0.8;-1.96;-1.3
-1.93;-0.1;-2.33;-0.3;-2.17;-0.5;-2.01;-0.8;-1.62;-0.8;-1.96;-1.3
-1.93;-0.1;-2.32;-0.3;-2.16;-0.5;-2;-0.8;-1.61;-0.8;-1.95;-1.3
-1.93;-0.1;-2.31;-0.3;-2.16;-0.5;-1.99;-0.8;-1.61;-0.8;-1.94;-1.3
-1.92;-0.1;-2.31;-0.3;-2.15;-0.5;-1.98;-0.8;-1.6;-0.7;-1.93;-1.4
-1.92;-0.1;-2.31;-0.3;-2.14;-0.5;-1.98;-0.8;-1.6;-0.7;-1.92;-1.4
-1.92;-0.1;-2.3;-0.3;-2.14;-0.5;-1.97;-0.8;-1.59;-0.7;-1.91;-1.3
-1.91;-0.1;-2.29;-0.3;-2.13;-0.5;-1.97;-0.8;-1.59;-0.7;-1.9;-1.3
-1.91;-0.1;-2.28;-0.3;-2.13;-0.5;-1.97;-0.8;-1.58;-0.7;-1.89;-1.3
-1.9;-0.1;-2.28;-0.3;-2.12;-0.5;-1.96;-0.8;-1.58;-0.7;-1.88;-1.3
-1.89;-0.1;-2.28;-0.3;-2.12;-0.5;-1.96;-0.8;-1.58;-0.7;-1.87;-1.3
-1.88;-0.1;-2.28;-0.3;-2.11;-0.5;-1.95;-0.8;-1.57;-0.6;-1.87;-1.3
-1.88;-0.1;-2.26;-0.3;-2.11;-0.5;-1.95;-0.8;-1.56;-0.6;-1.84;-1.3
-1.88;-0.1;-2.26;-0.3;-2.11;-0.5;-1.94;-0.8;-1.55;-0.6;-1.83;-1.3
-1.87;-0.1;-2.26;-0.3;-2.1;-0.5;-1.93;-0.8;-1.54;-0.6;-1.82;-1.3
-1.87;-0.1;-2.26;-0.3;-2.09;-0.5;-1.92;-0.8;-1.54;-0.5;-1.82;-1.3
-1.86;-0.2;-2.26;-0.3;-2.09;-0.5;-1.92;-0.8;-1.54;-0.5;-1.81;-1.3
-1.86;-0.1;-2.25;-0.3;-2.07;-0.5;-1.92;-0.8;-1.53;-0.5;-1.79;-1.3
-1.86;-0.1;-2.24;-0.3;-2.07;-0.5;-1.91;-0.8;-1.53;-0.5;-1.79;-1.2
-1.85;-0.1;-2.24;-0.3;-2.07;-0.5;-1.91;-0.8;-1.52;-0.5;-1.77;-1.2
-1.84;-0.1;-2.24;-0.3;-2.06;-0.5;-1.91;-0.8;-1.51;-0.4;-1.77;-1.2
-1.83;-0.1;-2.23;-0.3;-2.06;-0.5;-1.9;-0.8;-1.5;-0.4;-1.75;-1.2
-1.83;-0.1;-2.22;-0.3;-2.05;-0.5;-1.89;-0.8;-1.49;-0.4;-1.74;-1.2
-1.82;-0.1;-2.22;-0.3;-2.04;-0.5;-1.88;-0.8;-1.49;-0.3;-1.74;-1.2
-1.81;-0.1;-2.22;-0.3;-2.04;-0.5;-1.87;-0.7;-1.49;-0.3;-1.73;-1.2
-1.8;-0.1;-2.21;-0.3;-2.03;-0.5;-1.86;-0.7;-1.48;-0.3;-1.72;-1.2
-1.8;-0.1;-2.21;-0.3;-2.03;-0.5;-1.84;-0.7;-1.48;-0.3;-1.72;-1.2
-1.79;-0.1;-2.2;-0.3;-2.03;-0.5;-1.84;-0.7;-1.47;-0.2;-1.71;-1.1
-1.79;-0.1;-2.2;-0.3;-2.02;-0.5;-1.83;-0.7;-1.47;-0.2;-1.69;-1.1
-1.78;-0.1;-2.2;-0.3;-2.02;-0.5;-1.83;-0.7;-1.46;-0.2;-1.68;-1.1
-1.77;-0.1;-2.19;-0.3;-2.01;-0.5;-1.83;-0.7;-1.46;-0.1;-1.68;-1.1
-1.77;-0.1;-2.19;-0.3;-2;-0.5;-1.83;-0.7;-1.45;-0.1;-1.68;-1.1
-1.76;-0.1;-2.19;-0.3;-1.99;-0.5;-1.83;-0.7;-1.45;-0.1;-1.67;-1.1
-1.76;-0.1;-2.18;-0.3;-1.99;-0.5;-1.83;-0.7;-1.45;-0.1;-1.67;-1.1
-1.75;-0.1;-2.18;-0.3;-1.98;-0.5;-1.82;-0.7;-1.44;0;-1.65;-1.1
-1.75;-0.1;-2.17;-0.3;-1.97;-0.5;-1.82;-0.7;-1.43;0;-1.64;-1
-1.75;-0.1;-2.16;-0.3;-1.96;-0.5;-1.82;-0.7;-1.42;0;-1.64;-1
-1.74;-0.1;-2.16;-0.3;-1.95;-0.5;-1.81;-0.7;-1.42;0.1;-1.63;-1
-1.74;-0.1;-2.16;-0.3;-1.95;-0.5;-1.8;-0.7;-1.42;0.1;-1.62;-1
-1.73;-0.1;-2.15;-0.3;-1.95;-0.5;-1.8;-0.7;-1.42;0.1;-1.62;-0.9
-1.72;-0.1;-2.14;-0.3;-1.93;-0.5;-1.79;-0.7;-1.41;0.2;-1.6;-0.9
-1.71;-0.1;-2.14;-0.3;-1.93;-0.5;-1.79;-0.7;-1.4;0.2;-1.59;-0.9
-1.7;-0.1;-2.14;-0.3;-1.92;-0.5;-1.78;-0.7;-1.39;0.3;-1.58;-0.8
-1.7;-0.1;-2.14;-0.3;-1.92;-0.5;-1.78;-0.7;-1.39;0.3;-1.57;-0.8
-1.7;-0.1;-2.13;-0.3;-1.92;-0.5;-1.77;-0.7;-1.39;0.3;-1.56;-0.8
-1.69;-0.1;-2.12;-0.3;-1.91;-0.5;-1.77;-0.7;-1.38;0.4;-1.56;-0.7
-1.68;-0.1;-2.12;-0.3;-1.91;-0.5;-1.76;-0.7;-1.38;0.4;-1.55;-0.7
-1.68;-0.1;-2.12;-0.3;-1.9;-0.5;-1.75;-0.7;-1.38;0.5;-1.53;-0.7
-1.68;-0.1;-2.12;-0.3;-1.9;-0.5;-1.74;-0.7;-1.37;0.5;-1.51;-0.6
-1.68;-0.1;-2.11;-0.3;-1.9;-0.5;-1.74;-0.7;-1.36;0.6;-1.5;-0.5
-1.68;-0.1;-2.11;-0.3;-1.89;-0.5;-1.73;-0.7;-1.35;0.7;-1.49;-0.5
-1.68;-0.1;-2.1;-0.3;-1.88;-0.5;-1.73;-0.7;-1.34;0.8;-1.48;-0.4
-1.66;-0.1;-2.09;-0.2;-1.87;-0.5;-1.72;-0.7;-1.34;0.9;-1.48;-0.4
-1.66;-0.1;-2.09;-0.3;-1.87;-0.5;-1.72;-0.7;-1.34;1;-1.46;-0.3
-1.64;-0.1;-2.09;-0.3;-1.87;-0.5;-1.71;-0.6;-1.33;1.1;-1.44;-0.2
-1.62;-0.1;-2.09;-0.3;-1.86;-0.5;-1.71;-0.6;-1.31;1.2;-1.43;-0.1
-1.62;-0.1;-2.09;-0.3;-1.86;-0.5;-1.71;-0.6;-1.31;1.4;-1.42;0
-1.62;0;-2.08;-0.3;-1.85;-0.5;-1.71;-0.6;-1.3;1.5;-1.41;0
-1.62;0;-2.07;-0.3;-1.84;-0.5;-1.7;-0.6;-1.3;1.7;-1.4;0.1
-1.61;0;-2.07;-0.3;-1.83;-0.5;-1.7;-0.6;-1.3;1.8;-1.39;0.2
-1.61;0;-2.07;-0.3;-1.82;-0.5;-1.69;-0.6;-1.29;2;-1.37;0.3
-1.6;0;-2.06;-0.3;-1.81;-0.4;-1.68;-0.6;-1.29;2.1;-1.35;0.5
-1.59;0;-2.05;-0.2;-1.81;-0.4;-1.67;-0.6;-1.29;2.2;-1.33;0.7
-1.59;0;-2.05;-0.2;-1.8;-0.4;-1.67;-0.6;-1.28;2.4;-1.33;0.9
-1.58;0;-2.05;-0.2;-1.8;-0.4;-1.67;-0.6;-1.27;2.6;-1.32;1.1
-1.57;0;-2.04;-0.3;-1.8;-0.5;-1.66;-0.6;-1.26;2.9;-1.32;1.4
-1.57;0;-2.04;-0.3;-1.8;-0.5;-1.66;-0.6;-1.25;3.2;-1.31;1.6
-1.56;0;-2.03;-0.2;-1.79;-0.5;-1.65;-0.6;-1.24;3.5;-1.3;1.7
-1.56;0;-2.03;-0.2;-1.79;-0.5;-1.64;-0.6;-1.24;3.9;-1.28;2
-1.56;0;-2.02;-0.2;-1.78;-0.5;-1.63;-0.6;-1.23;4.4;-1.25;2.4
-1.56;0;-2.02;-0.3;-1.78;-0.4;-1.63;-0.5;-1.23;4.7;-1.24;3.1
-1.55;0;-2.02;-0.3;-1.77;-0.4;-1.63;-0.5;-1.22;5.1;-1.23;3.8
-1.55;0;-2.01;-0.3;-1.75;-0.4;-1.62;-0.5;-1.21;5.7;-1.22;4.6
-1.55;0;-2;-0.2;-1.74;-0.4;-1.61;-0.5;-1.2;6.3;-1.21;5.4
-1.54;0;-2;-0.2;-1.73;-0.4;-1.61;-0.5;-1.19;6.9;-1.21;6.2
-1.54;0;-1.99;-0.2;-1.73;-0.4;-1.61;-0.5;-1.19;7.5;-1.19;7.1
-1.53;0;-1.99;-0.2;-1.72;-0.4;-1.6;-0.5;-1.18;8.1;-1.17;8.3
-1.53;0;-1.98;-0.2;-1.72;-0.4;-1.6;-0.5;-1.18;8.7;-1.16;9.7
-1.53;0;-1.98;-0.2;-1.71;-0.4;-1.59;-0.5;-1.18;9.3;-1.14;11.4
-1.52;0;-1.98;-0.2;-1.71;-0.4;-1.59;-0.5;-1.16;9.6;-1.13;13.4
-1.52;0;-1.98;-0.2;-1.7;-0.4;-1.58;-0.5;-1.15;10.5;-1.12;15.4
-1.51;0;-1.98;-0.2;-1.68;-0.4;-1.58;-0.5;-1.14;11.6;-1.11;17.6
-1.5;0.1;-1.97;-0.3;-1.68;-0.4;-1.58;-0.4;-1.13;12.9;-1.09;20.1
-1.49;0.1;-1.97;-0.2;-1.68;-0.4;-1.57;-0.4;-1.12;14.3;-1.08;23.2
-1.49;0.1;-1.96;-0.2;-1.67;-0.4;-1.57;-0.4;-1.12;15.8;-1.06;26.9
-1.49;0.1;-1.96;-0.2;-1.67;-0.4;-1.56;-0.4;-1.12;17.2;-1.04;31.3
-1.49;0.1;-1.96;-0.2;-1.66;-0.4;-1.56;-0.4;-1.1;18.5;-1.04;36.1
-1.48;0.1;-1.95;-0.2;-1.66;-0.4;-1.55;-0.4;-1.09;19.9;-1.03;40.8
-1.48;0.1;-1.95;-0.2;-1.65;-0.3;-1.55;-0.4;-1.07;21.9;-1.03;44.9
-1.48;0.1;-1.94;-0.2;-1.64;-0.3;-1.54;-0.4;-1.06;24.2;-1;48.9
-1.48;0.1;-1.94;-0.2;-1.64;-0.3;-1.54;-0.4;-1.05;26.9;-0.98;54.1
-1.47;0.1;-1.94;-0.2;-1.63;-0.3;-1.54;-0.3;-1.05;29.7;-0.97;60.8
-1.47;0.1;-1.94;-0.2;-1.62;-0.3;-1.54;-0.3;-1.04;32.4;-0.97;67.7
-1.46;0.1;-1.93;-0.2;-1.61;-0.3;-1.53;-0.3;-1.03;35.2;-0.96;73.8
-1.45;0.1;-1.93;-0.2;-1.61;-0.3;-1.53;-0.3;-1.03;37.9;-0.95;80.2
-1.44;0.1;-1.93;-0.2;-1.6;-0.3;-1.52;-0.3;-1.02;40.5;-0.94;87.1
-1.44;0.1;-1.92;-0.2;-1.59;-0.3;-1.51;-0.3;-1.01;43.3;-0.92;93.9
-1.44;0.1;-1.92;-0.2;-1.59;-0.3;-1.51;-0.3;-1;46.3;-0.9;101.1
-1.44;0.1;-1.92;-0.2;-1.58;-0.3;-1.5;-0.3;-0.99;49.6;-0.89;102.3
-1.43;0.1;-1.92;-0.2;-1.57;-0.2;-1.51;-0.2;-0.99;53.1;;
-1.43;0.1;-1.91;-0.2;-1.56;-0.2;-1.5;-0.2;-0.98;56.3;;
-1.43;0.1;-1.91;-0.2;-1.56;-0.2;-1.49;-0.2;-0.98;59.7;;
-1.42;0.1;-1.9;-0.2;-1.55;-0.2;-1.48;-0.2;-0.98;62.9;;
-1.42;0.1;-1.9;-0.2;-1.55;-0.2;-1.47;-0.2;-0.97;65.8;;
-1.41;0.1;-1.9;-0.2;-1.54;-0.2;-1.47;-0.1;-0.96;68.9;;
-1.4;0.1;-1.89;-0.2;-1.54;-0.2;-1.47;-0.1;-0.95;72.4;;
-1.4;0.1;-1.89;-0.2;-1.53;-0.2;-1.46;-0.1;-0.94;76;;
-1.39;0.1;-1.89;-0.2;-1.52;-0.2;-1.45;-0.1;-0.94;79.6;;
-1.39;0.1;-1.89;-0.2;-1.52;-0.2;-1.45;-0.1;-0.93;83.1;;
-1.38;0.1;-1.88;-0.2;-1.51;-0.1;-1.45;0;-0.92;86.5;;
-1.37;0.1;-1.88;-0.2;-1.51;-0.1;-1.45;0;-0.91;90.2;;
-1.37;0.1;-1.87;-0.2;-1.5;-0.1;-1.44;0;-0.89;95.4;;
-1.37;0.2;-1.87;-0.2;-1.48;-0.1;-1.44;0;-0.88;101.4;;
-1.37;0.2;-1.86;-0.2;-1.48;-0.1;-1.43;0;-0.87;102.3;;
-1.36;0.2;-1.86;-0.2;-1.48;-0.1;-1.43;0;-0.87;102.3;;
-1.36;0.2;-1.86;-0.2;-1.47;-0.1;-1.42;0.1;;;;
-1.35;0.2;-1.86;-0.2;-1.47;0;-1.41;0.1;;;;
-1.35;0.2;-1.85;-0.2;-1.46;0;-1.41;0.1;;;;
-1.35;0.2;-1.85;-0.2;-1.45;0;-1.4;0.1;;;;
-1.34;0.2;-1.84;-0.2;-1.45;0;-1.4;0.2;;;;
-1.32;0.2;-1.84;-0.2;-1.44;0;-1.39;0.2;;;;
-1.32;0.2;-1.84;-0.2;-1.43;0;-1.38;0.3;;;;
-1.31;0.2;-1.84;-0.2;-1.42;0.1;-1.37;0.3;;;;
-1.31;0.2;-1.84;-0.2;-1.42;0.1;-1.36;0.3;;;;
-1.31;0.3;-1.83;-0.2;-1.41;0.1;-1.36;0.4;;;;
-1.31;0.3;-1.82;-0.2;-1.4;0.1;-1.35;0.5;;;;
-1.3;0.3;-1.82;-0.2;-1.4;0.1;-1.34;0.5;;;;
-1.3;0.3;-1.82;-0.2;-1.39;0.2;-1.34;0.6;;;;
-1.29;0.3;-1.81;-0.2;-1.39;0.2;-1.33;0.7;;;;
-1.29;0.3;-1.81;-0.2;-1.38;0.2;-1.32;0.8;;;;
-1.29;0.3;-1.8;-0.2;-1.37;0.3;-1.32;0.8;;;;
-1.28;0.3;-1.8;-0.2;-1.37;0.3;-1.31;0.9;;;;
-1.28;0.4;-1.79;-0.2;-1.36;0.3;-1.31;1;;;;
-1.27;0.4;-1.79;-0.2;-1.36;0.3;-1.3;1.1;;;;
-1.27;0.4;-1.79;-0.2;-1.35;0.4;-1.29;1.2;;;;
-1.26;0.4;-1.78;-0.2;-1.34;0.4;-1.28;1.4;;;;
-1.26;0.5;-1.78;-0.2;-1.32;0.5;-1.27;1.6;;;;
-1.26;0.5;-1.77;-0.2;-1.32;0.5;-1.27;1.7;;;;
-1.25;0.5;-1.77;-0.2;-1.31;0.6;-1.26;1.9;;;;
-1.25;0.5;-1.77;-0.2;-1.3;0.7;-1.25;2.2;;;;
-1.25;0.5;-1.76;-0.2;-1.29;0.8;-1.25;2.4;;;;
-1.24;0.6;-1.76;-0.2;-1.29;0.9;-1.23;2.7;;;;
-1.23;0.6;-1.75;-0.2;-1.28;1;-1.23;3;;;;
-1.22;0.6;-1.75;-0.2;-1.28;1.1;-1.22;3.3;;;;
-1.22;0.7;-1.75;-0.2;-1.27;1.2;-1.21;3.7;;;;
-1.21;0.7;-1.74;-0.2;-1.27;1.3;-1.21;4.1;;;;
-1.2;0.8;-1.74;-0.2;-1.26;1.4;-1.2;4.5;;;;
-1.2;0.8;-1.74;-0.2;-1.26;1.5;-1.19;4.9;;;;
-1.19;0.9;-1.73;-0.2;-1.25;1.6;-1.18;5.5;;;;
-1.19;1;-1.73;-0.2;-1.24;1.8;-1.17;6.1;;;;
-1.18;1;-1.72;-0.2;-1.23;1.9;-1.16;6.7;;;;
